"sample","h-microglia","Glioma","i-microglia","Oligo","Pericytes","Myeloid","s-mac 1","AP-microglia","MDSC","a-microglia","Endo","CD8 TCells","TCells","s-mac 2","Proliferating","otherCells"
"TCGA-HW-8322-01A-11R-2404-07",5.01020140474917e-05,0.484972212346693,3.33888532128115e-06,0.0525040711793514,0.00512872093272465,2.01327819753772e-05,5.71748217800177e-05,0.000776525083460732,0.000573298491933747,5.5857210620782e-05,0.000106100280947915,1.01583215935335e-07,0.00391520146756378,3.62363928131774e-05,0.000131823428790588,0.45166910309876
"TCGA-HW-A5KJ-01A-12R-A27Q-07",9.75355166874185e-05,0.596477513197903,1.09991446554702e-05,4.00372208749645e-05,0.064952983251029,9.7503924915938e-08,1.83621586651355e-06,9.2100389035808e-06,1.9467237471333e-05,1.47097357946343e-05,0.0518125510396518,1.02642478986538e-06,0.000243993774148703,5.16192971366485e-05,5.92317288093089e-05,0.286207188672353
"TCGA-IK-8125-01A-11R-2256-07",2.45542813592994e-05,0.39818963662574,0.00025396931382137,0.0289331623872935,0.111011867311972,8.73745257175896e-05,4.26914239594149e-08,3.11348669224e-05,0.000116691226172053,9.2608594873264e-05,9.64126297652921e-05,4.81755323418981e-05,0.00192972766509998,2.24506333453959e-06,8.18491476131267e-05,0.45910054813655
"TCGA-P5-A5ET-01A-11R-A27Q-07",9.51544962518609e-06,0.221016393473063,9.37910247348735e-05,0.215084749359626,0.130682675215642,1.22077107795989e-07,0.000138767675100142,3.57747718154203e-05,0.000238654164217225,0.000102723040089874,3.87748044876803e-05,4.79404230289792e-07,0.000315513844781463,0.000269944816784423,0.000224478302886939,0.431747642575808
"TCGA-P5-A5EX-01A-12R-A28M-07",1.12810763367532e-05,0.105890654051836,2.38412412506008e-06,0.0710775133773222,0.227101520801852,3.12299236843484e-05,0.000959547899395586,9.93421328515706e-05,8.88101439032678e-06,3.30815604236737e-05,0.0865283837049889,3.15386746243309e-06,0.0065419804868622,5.69229924532592e-05,5.30022895574501e-05,0.501601120696458
"TCGA-P5-A5F0-01A-11R-A28M-07",3.12774366558876e-08,0.38618201655834,7.81734598644237e-06,0.0246086198605829,0.0367103020332136,0.000175706621849663,7.29610791289263e-06,0.000145685521942223,0.000317587332071951,0.000185478615756473,3.89307067606765e-05,0.000283301388968311,0.00361024022906737,4.21814469967807e-05,4.41380498506235e-05,0.547640666903264
"TCGA-P5-A737-01A-11R-A32Q-07",2.85661828589229e-07,0.472632680803802,2.83879842587923e-05,0.0403242398106869,0.0486740132890747,3.37633872636668e-05,7.34786161589311e-06,3.19387955777232e-05,4.55833223736491e-05,0.000100512439862786,0.000143652461856429,2.92048568618985e-05,0.00290708869922064,7.43190201955685e-05,0.000201127236754494,0.434765854368766
"TCGA-P5-A77W-01A-11R-A32Q-07",0.000818603635914604,0.730590791681013,3.4384729436677e-05,0.000824823537839351,0.000253799595756076,4.18680425566625e-05,0.000783467482907268,2.76321677805451e-05,0.00103319971427905,2.12854783450564e-06,0.00251278508791806,2.37882503274906e-05,1.13164097396946e-06,1.29271356186833e-06,0.00026410208606353,0.262786201085837
"TCGA-P5-A77X-01A-11R-A32Q-07",0.000141455722474872,0.228198825392238,6.49697923606771e-06,0.0860685860776498,0.166107915261665,0.000167072073761537,9.59451241632065e-05,2.00261272015958e-07,1.49329603026155e-05,0.000118968169191954,1.33771624035072e-05,6.26702991027413e-05,0.0014330412249867,0.00046249497325355,1.80470398450411e-05,0.517089971278454
"TCGA-QH-A65R-01A-21R-A31N-07",1.24708880245103e-07,0.60278690628362,1.70266153034325e-06,0.0163625901523134,0.0257829431617584,3.04841357265485e-06,4.58296436674012e-05,1.65510372903489e-06,0.000155339018803602,0.000290981052516303,0.0552641699286284,1.71292996012166e-05,0.00109801422073059,2.58662228728194e-05,2.39923301670173e-05,0.298139707797609
"TCGA-QH-A65X-01A-11R-A32Q-07",0.000169381279774559,0.607798064882386,1.3922176254969e-05,5.2967763136165e-05,0.0957929222157249,3.17404377737914e-05,0.00161402432416254,0.000122031171870984,5.41459100725203e-08,7.2072253824228e-06,0.0466307304900817,1.16117026938554e-05,0.000185969187256759,6.55064832420949e-05,0.00013635044311696,0.247367516071232
"TCGA-QH-A65Z-01A-11R-A29R-07",3.24329057134858e-07,0.352028171353579,0.000156400742927677,0.0987887694690154,0.103545977231523,1.24850349530992e-05,0.000629895440955092,0.000123170493914411,0.000493417398730657,6.34685437154878e-07,3.72237045249688e-05,6.9699182989068e-06,0.00391108976432922,4.79342311303263e-06,8.92999293631185e-05,0.440171377080278
"TCGA-QH-A6CU-01A-11R-A31N-07",0.000391359058804559,5.47985578871492e-06,4.42348919392061e-05,0.351052399852507,0.18245409438449,5.59255464280925e-05,0.000362964691363228,0.000529070347123941,0.000258242328695129,0.000550734198452976,0.0364237921140504,7.80972093629766e-07,0.00351365137440657,0.000133939003832853,0.00014021142444615,0.424083119955577
"TCGA-QH-A6CY-01A-11R-A32Q-07",0.000226018769128913,0.127433993937809,0.000220123079335793,0.2638346477991,0.129348114030216,0.00024493250702838,1.41349135876193e-05,4.95720272924897e-07,4.0992878310764e-07,0.000117926809826986,6.69085528474506e-05,0.000128989474622755,0.00217103681343719,3.85783119924423e-05,8.99798963710998e-05,0.476063709455639
"TCGA-QH-A6CZ-01A-11R-A32Q-07",5.61623747810654e-05,0.380136815224518,8.5128612056263e-05,0.049300589579242,0.0683889390580484,1.7627474698381e-05,0.000133281678314507,0.000142828929876004,5.07972249192605e-06,6.65254048135918e-05,3.56167046304321e-06,1.45967676935837e-08,0.000951133762638246,2.79997562412417e-05,7.46935089684829e-05,0.500609618646081
"TCGA-QH-A6X5-01A-12R-A32Q-07",3.88562246124287e-05,0.036755384563603,0.000202890194898238,0.418843136320282,0.15791429020579,4.62387631598599e-05,1.80925622505431e-05,2.83485396002263e-06,0.000302354107545555,0.000143040158657393,0.000206474727589208,8.27828712213243e-05,0.000992223693711046,1.17830856227121e-07,2.91862323131647e-05,0.38442209668955
"TCGA-QH-A6X8-01A-12R-A32Q-07",2.84224217669464e-05,0.308498890851867,4.71697492796499e-05,0.184906754839429,0.0245651815286619,9.76836878817403e-06,1.41132096496803e-05,1.21912533406988e-05,1.4871903717063e-06,4.64509208021786e-05,1.54594074373913e-05,4.96324599004558e-08,0.00188922668040039,4.88566847719662e-06,3.80193638410294e-05,0.479921928913427
"TCGA-QH-A86X-01A-11R-A36H-07",1.61691478839682e-05,0.363023178851786,1.62959954655851e-07,0.030872508613507,0.14079433391577,3.12428513380526e-05,0.000595135916079031,0.000420840097555435,9.18307542626892e-05,2.38157770397462e-05,0.000146948803855535,5.51315511207172e-06,0.002084353489571,2.69292696246015e-06,0.000135197099619646,0.461756075639703
"TCGA-R8-A6MK-01A-11R-A32Q-07",0.000546005353156406,0.108677025663127,6.92370207070839e-05,0.126386061834553,0.301595005725764,4.610485313139e-05,4.21776431189299e-07,0.000425879712956578,3.71153758330823e-05,7.89277674421842e-05,1.56871726658306e-05,0.000142595409262829,0.00103929966488504,3.65259727710915e-06,0.000403665509895606,0.460533314562912
"TCGA-R8-A6ML-01A-11R-A32Q-07",3.38664717809891e-05,0.396422285407233,0.000531192132222175,0.10536707508997,0.0803062562716813,0.000147175106058542,1.77432276714918e-06,0.00053999084484361,0.00016329988709244,0.00030979486995737,2.6724450099866e-05,1.39682244355211e-06,0.00213711226729402,3.73331562503512e-05,7.47271686683417e-05,0.413899995731637
"TCGA-R8-A6MO-01A-11R-A33Z-07",2.21132207375416e-06,0.250214468385603,4.02672579548717e-05,0.291266905282444,0.0622418244730353,1.66667918310126e-05,2.59230139356177e-05,5.87589489238812e-08,1.57131835903759e-05,3.03193883548472e-06,0.00245527711818808,1.74356845923354e-06,0.00110085836009041,0.000212304849321601,3.64941088988974e-05,0.392366251586789
"TCGA-RY-A83X-01A-11R-A36H-07",2.34354295936692e-07,0.238124491397172,7.78142114798925e-05,0.194056186908304,0.120727361599432,5.89260208147597e-07,8.79454804426833e-05,0.000240116129916582,3.33173020078065e-06,6.65674121245784e-05,3.02650187387012e-06,1.45230619616691e-05,0.000910755547009387,8.45944832729258e-06,3.90874277261644e-05,0.445639509529525
"TCGA-RY-A847-01A-11R-A36H-07",3.85157081970477e-05,0.26499698212836,8.70801115473484e-05,0.0767311980312232,0.184508487480342,3.53105392659714e-05,2.15847598114675e-05,8.03158192949885e-05,2.25308077748937e-05,5.79269182621031e-05,0.00464147505459229,6.16525059835298e-06,0.00111322055569547,1.43176431044016e-08,9.18930999723481e-05,0.467567299417419
"TCGA-S9-A6TW-01A-12R-A32Q-07",4.03953916996297e-05,0.478719213810875,2.11509827516046e-05,0.0293498261844139,0.0882512441548061,9.71372293605716e-05,9.85422538444278e-05,1.86754551026237e-06,7.40877533205722e-06,6.96698290779832e-05,0.0349834643059153,4.46357357102371e-07,0.000270858480632251,5.44020419762736e-05,1.49620249077082e-06,0.368032876453957
"TCGA-S9-A6U2-01A-21R-A33Z-07",1.40981932938962e-07,0.33589660680881,0.000235059926267021,0.00781882299453991,0.160165638145888,8.22223963660489e-05,4.65952784862487e-05,3.37447339105049e-05,7.69108445573933e-05,9.11172060623531e-05,0.00103937696433501,1.60778334877372e-05,0.00943116811540263,5.87533453415307e-05,1.98237310130989e-06,0.485005782051512
"TCGA-S9-A6UB-01A-21R-A33Z-07",4.06142013518871e-05,0.470511229603368,4.54011796485325e-06,0.105866458270389,0.00708041729683872,4.76945963580241e-05,0.00118538136747767,0.000183364478299482,0.000210240279595523,0.000131003908487459,0.000111978922149903,2.86377036172323e-07,0.00390181690829609,2.85907377389365e-06,0.000251892343380075,0.410470222255234
"TCGA-S9-A6WE-01A-12R-A33Z-07",0.000151147277361938,0.448631943890464,0.000129673306076233,0.0668058510057742,0.103998896419206,7.45720074484019e-05,6.94621657534894e-08,8.42154171383485e-06,8.13211756811716e-05,0.000292388945705567,0.000120767990278313,0.000182044430584978,0.000880530862578601,4.31536630529177e-05,0.000256399132059565,0.378342818889849
"TCGA-S9-A6WL-01A-21R-A33Z-07",1.3743616391952e-08,0.313871587751985,3.63391541011187e-05,0.0301079828370486,0.126053420772999,3.87834354685636e-05,4.92327738189129e-05,2.31377494297399e-05,1.5205461169753e-05,9.47723068759259e-05,0.00321435221746443,4.23676316400014e-05,5.33827324534301e-05,6.05231649144294e-05,4.34911254535543e-05,0.526295407141561
"TCGA-S9-A6WN-01A-12R-A33Z-07",0.000109645433264067,0.10291560528561,1.90931855712334e-06,0.0939647681156945,0.201512028254228,9.83234455214182e-07,2.99846210003025e-05,0.000220764164979725,0.000138947976271041,8.7398126007245e-05,0.0568330250173203,1.40889284497052e-05,0.000824809294640325,2.66299995096424e-05,3.49705860436992e-05,0.543284441643969
"TCGA-S9-A6WP-01A-12R-A34F-07",0.000236850194539523,0.354696908083859,1.03454795782458e-06,0.149676465301137,0.0663351171388673,2.20816836799716e-05,0.00366406142253321,1.37191197051951e-05,8.49511294681392e-06,2.83433183292652e-05,1.94852132983795e-05,3.81162395612758e-06,0.00124923109528825,2.87549667020829e-05,4.12542174174748e-05,0.423974386959782
"TCGA-S9-A7IQ-01A-21R-A34F-07",0.000304488927166536,0.18735756726747,6.14914681908299e-08,0.0842713323610429,0.112638619991809,3.10522752941521e-05,1.80351064956144e-05,0.000267706209722004,0.000330181585079467,5.47930547059821e-05,4.9310714057684e-05,3.55508187304959e-06,0.000296368374096478,0.000186033223196865,7.73793362735082e-05,0.614113515000249
"TCGA-S9-A7IY-01A-11R-A34F-07",2.97562157278666e-05,0.115049943887672,3.33017166443046e-05,0.143678212463517,0.258666766899983,6.82965037733921e-05,0.000226463226670598,2.12555486327396e-06,8.58175725902862e-05,4.02792628445649e-05,0.0137715847038349,6.05499402705521e-07,0.00709183796896913,9.26401757687577e-05,0.000122610602716805,0.461039757745022
"TCGA-S9-A7J2-01A-11R-A34F-07",0.000713347128965899,0.419666039425609,7.90128639144961e-06,0.00141837590699413,0.115152118411666,3.99679969682842e-05,7.365326268007e-06,1.62600307157575e-07,2.47936769306597e-05,3.7343417183913e-05,3.93219169002077e-05,6.03673622724593e-05,0.000849230519226773,3.72878339897073e-05,2.66782619701383e-05,0.461919698928357
"TCGA-S9-A7QY-01A-11R-A34F-07",8.35561221281601e-06,0.206642662452696,1.10710918263519e-05,0.269489333301867,0.0544341307908986,1.66512135208464e-05,4.22424575554933e-05,4.36430758761439e-06,5.68881086748699e-05,4.30168206806504e-05,3.64795236408688e-05,0.000314425096436962,0.000643521899232524,5.71062697336021e-07,2.53280998690705e-05,0.468230958160603
"TCGA-S9-A7QZ-01A-12R-A34R-07",7.08530153444833e-05,0.504465369685216,4.57919643416941e-05,0.0257093848778133,0.0192315529643008,2.45622698018697e-07,6.11689853050848e-05,5.13790542903379e-05,0.000100089499780805,2.21268851017823e-05,7.7793363360359e-05,0.000439120077492581,0.000111965975724039,9.15215503357027e-06,7.23684529983826e-05,0.449531637421199
"TCGA-S9-A7R1-01A-12R-A34R-07",2.98112700726172e-05,0.520264166093009,3.56075786057054e-05,0.00230425237787948,0.10158509034575,1.84407951552247e-05,1.00460962943908e-06,0.000192089076812538,5.29078822244191e-07,0.000112254540010265,0.0127427607769649,6.50036311530297e-07,0.0016061326943865,6.60476524011155e-05,3.71999828131374e-05,0.361003963091377
"TCGA-TM-A84G-01A-11R-A36H-07",8.95594872497064e-06,0.560762286941314,0.000245951633476508,0.000262827234568337,9.09362360811319e-05,0.00071919930466854,0.000203715682882446,0.000236876815245564,5.09885308859071e-05,2.38646718744766e-07,2.07282665912757e-05,0.000455125165680778,0.00290193174219529,0.00182890562346303,1.63317280765326e-05,0.432195000499426
"TCGA-TM-A84M-01A-11R-A36H-07",9.32988861572471e-07,0.452578926138754,0.000177338195512712,0.0486146047796806,0.00439363896938206,6.88212812662503e-05,7.94930831023548e-06,1.99006890320359e-05,8.99067155033324e-05,8.04883021739165e-05,1.01621251445461e-07,4.30748616996156e-05,0.00793033496331059,0.000289082594155471,7.11719295380313e-05,0.485633726661568
"TCGA-TM-A84R-01A-21R-A36H-07",3.42993523679182e-05,0.132581459109384,1.03367939972069e-05,0.156189626293339,0.11156726887948,4.5011291970623e-05,0.000136265619097685,3.99441298165685e-05,4.86564655668017e-07,5.94282404329769e-06,7.04947761400165e-05,4.09623118313311e-05,0.000603946271011126,2.0248728389336e-05,1.76028928807591e-06,0.598651946765189
"TCGA-TM-A84S-01A-11R-A36H-07",7.27603268014651e-06,0.2358462691601,5.38971909802681e-05,0.125178510073206,0.196009773607848,2.71359496858437e-05,1.30212564101847e-06,0.000348251815470135,0.000450745882067161,4.15363668668885e-05,0.000172311784451991,1.4615917010326e-06,0.00202288260297216,0.000307623397763416,0.000153014008202956,0.439378008410363
"TCGA-TQ-A7RS-01A-12R-A33Z-07",1.19052061589562e-05,0.343323795679765,3.68142958704556e-05,0.151241608462678,0.102520019338532,8.06322038805139e-05,4.07731066048025e-05,2.97839914801945e-07,1.88179693086967e-05,0.000204837914011895,1.27261670201896e-06,2.72342832311581e-05,0.000693444115223603,8.8570845750069e-05,5.32636950954095e-06,0.401704649752858
"TCGA-VM-A8CB-01A-11R-A36H-07",9.06462534318387e-05,0.487788088889317,1.32685684314516e-05,0.000181115646975754,0.0375988824805092,6.7231431717941e-06,2.31825180648779e-05,1.40003112117105e-07,3.50789660671708e-06,7.60874150203667e-06,0.0178305268518269,2.00921629969608e-05,0.00318461249526127,1.1422217178111e-05,3.66309631114001e-05,0.453203551168503
"TCGA-VM-A8CE-01A-11R-A36H-07",8.82363640960997e-05,0.179120290381316,1.11042354331632e-07,0.289928932455169,0.114539624526453,8.04508314245366e-05,6.07491385143321e-05,0.000770381684336331,0.000268568672450555,0.000112932999562138,0.000112750818597365,7.97206334552807e-05,0.000126934367985955,2.10005126487854e-06,7.10481941649859e-05,0.414637167838855
"TCGA-VV-A829-01A-21R-A36H-07",9.42396156006127e-06,0.427614497128639,4.45638245153284e-06,0.0130088375285675,0.0907728828446591,7.44376683511515e-05,9.95564386480049e-05,2.84783149275207e-08,7.47183061914041e-05,0.000185217780696507,0.028454148417919,9.07587790157744e-07,0.00159556054440616,3.29314258006969e-05,0.000104067637602854,0.437968327868402
"TCGA-VW-A7QS-01A-12R-A33Z-07",4.57479194010853e-08,0.240392274656432,0.0001005257191972,0.0581627264168167,0.165361605612044,3.43870486656566e-05,5.16984841959285e-05,1.26333733512499e-05,2.60810778575517e-05,0.000355455552674746,0.0260304562003506,1.38313947009195e-08,0.00229249212544481,2.82521137811276e-05,6.37169131450371e-05,0.507087635126729
"TCGA-W9-A837-01A-11R-A36H-07",0.000183704111509414,0.292198718301536,3.23428886045725e-05,0.0577236160774335,0.154954968395488,4.07655189674142e-05,0.000357012179967104,0.000355980461731917,2.11178441980014e-07,3.68547119700214e-05,3.44576726597569e-05,1.89613332104516e-07,0.0027849215494877,7.59618766010625e-05,0.000189125216817587,0.491031170245452
